Address,Team,Time,Type
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080093?gameHash=61f742f2d5f67b20,bDragons,29.28,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080093?gameHash=61f742f2d5f67b20,bDragons,35.702,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080103?gameHash=b2ef740c15462370,bDragons,16.198,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090098?gameHash=7f32b00eeb67d88a,bDragons,27.547,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090098?gameHash=7f32b00eeb67d88a,bDragons,40.254,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090100?gameHash=2b3115d7084d0981,bDragons,10.403,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090105?gameHash=bfad7537e1591dbb,bDragons,11.483,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090105?gameHash=bfad7537e1591dbb,bDragons,24.942,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090105?gameHash=bfad7537e1591dbb,bDragons,17.827,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090113?gameHash=fe8ab7b253d94b5b,bDragons,17.531,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090113?gameHash=fe8ab7b253d94b5b,bDragons,10.481,DRAGON
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090119?gameHash=d9a1285e2cf77999,bDragons,22.748,DRAGON
